scan,side,min_disk,min_cur,nl_disk,nl_cur,l20_disk,l20_cur,Qin_disk,Qin_cur
354,right,0.9531951942589014,0.9531951942589014,0,0,,,1.524037441853041,1.5240374418530407
363,left,0.9205161345759468,0.9205161345759469,3,3,0.9637067672199991,0.9637067672199991,2.135396240290499,2.135396240290499
363,right,0.9409214053693828,0.9409214053693828,0,0,,,0.766329054255298,0.766329054255298
368,left,0.9378058533612555,0.9378058533612555,2,2,0.9378058533612555,0.9378058533612555,3.379999300875645,3.379999300875645
368,right,0.8761832795223321,0.8761832795223321,7,7,0.8759783562713757,0.8759783562713757,1.3400529904953196,1.3400529904953196
377,left,0.9542018148486322,0.9542018148486322,6,6,0.9636645657131496,0.9636645657131496,1.7307754381158038,1.7307754381158038
377,right,0.8860382686449985,0.8860382686449985,3,3,0.918299178357361,0.918299178357361,1.8651011641331905,1.8651011641331903
381,left,0.9540918821602092,0.9545823208160841,7,6,0.956677836728896,0.9571696868492213,0.88355673193748,0.8836574330900859
381,right,0.9372399855242278,0.9372399855242278,1,1,0.9621822345471054,0.9621822345471054,2.020747075905632,2.020747075905632
389,left,0.9045698838047872,0.9055426117017192,7,6,0.9117780461381374,0.9127590325301548,1.85676291818093,1.856969603357488
389,right,0.8148348092318055,0.8148348092318055,5,5,0.9133320530029851,0.9133320530029851,1.2389570928917044,1.2389570928917044
396,left,0.982460275625618,0.9824602756256181,3,3,0.980493595407973,0.980493595407973,0.4590477229932735,0.45904772299327357
396,right,0.7579780668242647,0.7607154242191955,7,5,0.8056147775234198,0.8086425547663448,1.7134714756433878,1.7205862367325677
406,left,0.9705752727562102,0.9705752727562102,1,1,0.9651039128060256,0.9651039128060255,2.4485018213168956,2.4485018213168956
406,right,0.8871717286930156,0.8871717286930156,4,4,0.9221995964232976,0.9221995964232975,3.2395766952421963,3.2395766952421963
408,left,0.9090737028642012,0.9090737028642013,5,5,0.9322576944099054,0.9322576944099054,1.0734006889104617,1.0734006889104617
